event_idx,slice_idx,class,mean_time,station
38,0,1.0,2017-06-13T22:30:40.023900Z,ILL08
38,1,1.0,2017-06-13T22:30:53.023900Z,ILL08
38,2,1.0,2017-06-13T22:31:06.023900Z,ILL08
38,3,1.0,2017-06-13T22:31:19.023900Z,ILL08
38,4,1.0,2017-06-13T22:31:32.023900Z,ILL08
38,5,1.0,2017-06-13T22:31:45.023900Z,ILL08
38,6,1.0,2017-06-13T22:31:58.023900Z,ILL08
38,7,1.0,2017-06-13T22:32:11.023900Z,ILL08
38,8,1.0,2017-06-13T22:32:24.023900Z,ILL08
38,9,1.0,2017-06-13T22:32:37.023900Z,ILL08
38,10,1.0,2017-06-13T22:32:50.023900Z,ILL08
38,11,1.0,2017-06-13T22:33:03.023900Z,ILL08
38,12,1.0,2017-06-13T22:33:16.023900Z,ILL08
38,13,1.0,2017-06-13T22:33:29.023900Z,ILL08
39,0,4.0,2017-06-14T06:16:34.649300Z,ILL08
39,1,4.0,2017-06-14T06:16:47.649300Z,ILL08
40,0,4.0,2017-06-14T13:09:13.852600Z,ILL08
40,1,4.0,2017-06-14T13:09:26.852600Z,ILL08
40,2,4.0,2017-06-14T13:09:39.852600Z,ILL08
41,0,4.0,2017-06-14T13:10:43.972200Z,ILL08
41,1,4.0,2017-06-14T13:10:56.972200Z,ILL08
41,2,4.0,2017-06-14T13:11:09.972200Z,ILL08
42,0,4.0,2017-06-14T13:14:23.502400Z,ILL08
42,1,4.0,2017-06-14T13:14:36.502400Z,ILL08
43,0,4.0,2017-06-14T13:20:25.192900Z,ILL08
43,1,4.0,2017-06-14T13:20:38.192900Z,ILL08
43,2,4.0,2017-06-14T13:20:51.192900Z,ILL08
44,0,4.0,2017-06-14T13:23:18.359200Z,ILL08
44,1,4.0,2017-06-14T13:23:31.359200Z,ILL08
44,2,4.0,2017-06-14T13:23:44.359200Z,ILL08
45,0,1.0,2017-06-14T22:11:51.017400Z,ILL08
45,1,1.0,2017-06-14T22:12:04.017400Z,ILL08
46,0,3.0,2017-06-15T02:49:17.643800Z,ILL08
46,1,3.0,2017-06-15T02:49:30.643800Z,ILL08
46,2,3.0,2017-06-15T02:49:43.643800Z,ILL08
46,3,3.0,2017-06-15T02:49:56.643800Z,ILL08
47,0,1.0,2017-06-16T23:46:02.342400Z,ILL08
47,1,1.0,2017-06-16T23:46:15.342400Z,ILL08
47,2,1.0,2017-06-16T23:46:28.342400Z,ILL08
47,3,1.0,2017-06-16T23:46:41.342400Z,ILL08
47,4,1.0,2017-06-16T23:46:54.342400Z,ILL08
47,5,1.0,2017-06-16T23:47:07.342400Z,ILL08
47,6,1.0,2017-06-16T23:47:20.342400Z,ILL08
47,7,1.0,2017-06-16T23:47:33.342400Z,ILL08
47,8,1.0,2017-06-16T23:47:46.342400Z,ILL08
47,9,1.0,2017-06-16T23:47:59.342400Z,ILL08
47,10,1.0,2017-06-16T23:48:12.342400Z,ILL08
47,11,1.0,2017-06-16T23:48:25.342400Z,ILL08
47,12,1.0,2017-06-16T23:48:38.342400Z,ILL08
47,13,1.0,2017-06-16T23:48:51.342400Z,ILL08
47,14,1.0,2017-06-16T23:49:04.342400Z,ILL08
47,15,1.0,2017-06-16T23:49:17.342400Z,ILL08
47,16,1.0,2017-06-16T23:49:30.342400Z,ILL08
47,17,1.0,2017-06-16T23:49:43.342400Z,ILL08
47,18,1.0,2017-06-16T23:49:56.342400Z,ILL08
47,19,1.0,2017-06-16T23:50:09.342400Z,ILL08
48,0,1.0,2017-06-17T19:53:41.968700Z,ILL08
48,1,1.0,2017-06-17T19:53:54.968700Z,ILL08
48,2,1.0,2017-06-17T19:54:07.968700Z,ILL08
48,3,1.0,2017-06-17T19:54:20.968700Z,ILL08
48,4,1.0,2017-06-17T19:54:33.968700Z,ILL08
48,5,1.0,2017-06-17T19:54:46.968700Z,ILL08
48,6,1.0,2017-06-17T19:54:59.968700Z,ILL08
48,7,1.0,2017-06-17T19:55:12.968700Z,ILL08
48,8,1.0,2017-06-17T19:55:25.968700Z,ILL08
48,9,1.0,2017-06-17T19:55:38.968700Z,ILL08
48,10,1.0,2017-06-17T19:55:51.968700Z,ILL08
49,0,1.0,2017-06-18T07:11:29.394700Z,ILL08
50,0,1.0,2017-06-18T13:12:05.234600Z,ILL08
50,1,1.0,2017-06-18T13:12:18.234600Z,ILL08
51,0,1.0,2017-06-20T01:38:01.336600Z,ILL08
51,1,1.0,2017-06-20T01:38:14.336600Z,ILL08
51,2,1.0,2017-06-20T01:38:27.336600Z,ILL08
51,3,1.0,2017-06-20T01:38:40.336600Z,ILL08
51,4,1.0,2017-06-20T01:38:53.336600Z,ILL08
51,5,1.0,2017-06-20T01:39:06.336600Z,ILL08
51,6,1.0,2017-06-20T01:39:19.336600Z,ILL08
51,7,1.0,2017-06-20T01:39:32.336600Z,ILL08
51,8,1.0,2017-06-20T01:39:45.336600Z,ILL08
51,9,1.0,2017-06-20T01:39:58.336600Z,ILL08
51,10,1.0,2017-06-20T01:40:11.336600Z,ILL08
52,0,1.0,2017-07-01T08:10:38.807000Z,ILL08
52,1,1.0,2017-07-01T08:10:51.807000Z,ILL08
52,2,1.0,2017-07-01T08:11:04.807000Z,ILL08
52,3,1.0,2017-07-01T08:11:17.807000Z,ILL08
52,4,1.0,2017-07-01T08:11:30.807000Z,ILL08
52,5,1.0,2017-07-01T08:11:43.807000Z,ILL08
52,6,1.0,2017-07-01T08:11:56.807000Z,ILL08
53,0,1.0,2017-07-01T09:29:36.737200Z,ILL08
53,1,1.0,2017-07-01T09:29:49.737200Z,ILL08
53,2,1.0,2017-07-01T09:30:02.737200Z,ILL08
53,3,1.0,2017-07-01T09:30:15.737200Z,ILL08
53,4,1.0,2017-07-01T09:30:28.737200Z,ILL08
54,0,1.0,2017-07-03T11:20:49.266800Z,ILL08
54,1,1.0,2017-07-03T11:21:02.266800Z,ILL08
54,2,1.0,2017-07-03T11:21:15.266800Z,ILL08
54,3,1.0,2017-07-03T11:21:28.266800Z,ILL08
54,4,1.0,2017-07-03T11:21:41.266800Z,ILL08
54,5,1.0,2017-07-03T11:21:54.266800Z,ILL08
54,6,1.0,2017-07-03T11:22:07.266800Z,ILL08
54,7,1.0,2017-07-03T11:22:20.266800Z,ILL08
54,8,1.0,2017-07-03T11:22:33.266800Z,ILL08
54,9,1.0,2017-07-03T11:22:46.266800Z,ILL08
54,10,1.0,2017-07-03T11:22:59.266800Z,ILL08
54,11,1.0,2017-07-03T11:23:12.266800Z,ILL08
54,12,1.0,2017-07-03T11:23:25.266800Z,ILL08
54,13,1.0,2017-07-03T11:23:38.266800Z,ILL08
54,14,1.0,2017-07-03T11:23:51.266800Z,ILL08
54,15,1.0,2017-07-03T11:24:04.266800Z,ILL08
54,16,1.0,2017-07-03T11:24:17.266800Z,ILL08
54,17,1.0,2017-07-03T11:24:30.266800Z,ILL08
54,18,1.0,2017-07-03T11:24:43.266800Z,ILL08
54,19,1.0,2017-07-03T11:24:56.266800Z,ILL08
54,20,1.0,2017-07-03T11:25:09.266800Z,ILL08
55,0,1.0,2017-07-03T18:15:52.490100Z,ILL08
55,1,1.0,2017-07-03T18:16:05.490100Z,ILL08
55,2,1.0,2017-07-03T18:16:18.490100Z,ILL08
56,0,1.0,2017-07-08T00:18:22.942300Z,ILL08
56,1,1.0,2017-07-08T00:18:35.942300Z,ILL08
56,2,1.0,2017-07-08T00:18:48.942300Z,ILL08
56,3,1.0,2017-07-08T00:19:01.942300Z,ILL08
56,4,1.0,2017-07-08T00:19:14.942300Z,ILL08
56,5,1.0,2017-07-08T00:19:27.942300Z,ILL08
57,0,1.0,2017-07-10T02:19:47.075600Z,ILL08
57,1,1.0,2017-07-10T02:20:00.075600Z,ILL08
57,2,1.0,2017-07-10T02:20:13.075600Z,ILL08
58,0,1.0,2017-07-20T22:34:58.350700Z,ILL08
58,1,1.0,2017-07-20T22:35:11.350700Z,ILL08
58,2,1.0,2017-07-20T22:35:24.350700Z,ILL08
58,3,1.0,2017-07-20T22:35:37.350700Z,ILL08
58,4,1.0,2017-07-20T22:35:50.350700Z,ILL08
58,5,1.0,2017-07-20T22:36:03.350700Z,ILL08
58,6,1.0,2017-07-20T22:36:16.350700Z,ILL08
58,7,1.0,2017-07-20T22:36:29.350700Z,ILL08
58,8,1.0,2017-07-20T22:36:42.350700Z,ILL08
58,9,1.0,2017-07-20T22:36:55.350700Z,ILL08
58,10,1.0,2017-07-20T22:37:08.350700Z,ILL08
58,11,1.0,2017-07-20T22:37:21.350700Z,ILL08
58,12,1.0,2017-07-20T22:37:34.350700Z,ILL08
58,13,1.0,2017-07-20T22:37:47.350700Z,ILL08
58,14,1.0,2017-07-20T22:38:00.350700Z,ILL08
58,15,1.0,2017-07-20T22:38:13.350700Z,ILL08
58,16,1.0,2017-07-20T22:38:26.350700Z,ILL08
58,17,1.0,2017-07-20T22:38:39.350700Z,ILL08
58,18,1.0,2017-07-20T22:38:52.350700Z,ILL08
58,19,1.0,2017-07-20T22:39:05.350700Z,ILL08
58,20,1.0,2017-07-20T22:39:18.350700Z,ILL08
58,21,1.0,2017-07-20T22:39:31.350700Z,ILL08
58,22,1.0,2017-07-20T22:39:44.350700Z,ILL08
58,23,1.0,2017-07-20T22:39:57.350700Z,ILL08
58,24,1.0,2017-07-20T22:40:10.350700Z,ILL08
58,25,1.0,2017-07-20T22:40:23.350700Z,ILL08
58,26,1.0,2017-07-20T22:40:36.350700Z,ILL08
59,0,1.0,2017-07-21T17:04:33.594000Z,ILL08
59,1,1.0,2017-07-21T17:04:46.594000Z,ILL08
59,2,1.0,2017-07-21T17:04:59.594000Z,ILL08
59,3,1.0,2017-07-21T17:05:12.594000Z,ILL08
59,4,1.0,2017-07-21T17:05:25.594000Z,ILL08
59,5,1.0,2017-07-21T17:05:38.594000Z,ILL08
59,6,1.0,2017-07-21T17:05:51.594000Z,ILL08
59,7,1.0,2017-07-21T17:06:04.594000Z,ILL08
59,8,1.0,2017-07-21T17:06:17.594000Z,ILL08
60,0,1.0,2017-07-31T19:30:45.999200Z,ILL08
60,1,1.0,2017-07-31T19:30:58.999200Z,ILL08
60,2,1.0,2017-07-31T19:31:11.999200Z,ILL08
60,3,1.0,2017-07-31T19:31:24.999200Z,ILL08
60,4,1.0,2017-07-31T19:31:37.999200Z,ILL08
61,0,1.0,2017-07-31T19:44:37.727700Z,ILL08
61,1,1.0,2017-07-31T19:44:50.727700Z,ILL08
61,2,1.0,2017-07-31T19:45:03.727700Z,ILL08
62,0,1.0,2017-08-01T00:26:51.400700Z,ILL08
62,1,1.0,2017-08-01T00:27:04.400700Z,ILL08
62,2,1.0,2017-08-01T00:27:17.400700Z,ILL08
63,0,0.0,2017-06-02T10:03:17.825700Z,ILL08
64,0,0.0,2017-06-02T10:08:59.065300Z,ILL08
65,0,0.0,2017-06-02T10:13:34.053700Z,ILL08
66,0,0.0,2017-06-02T10:22:31.115200Z,ILL08
67,0,0.0,2017-06-02T10:32:35.056300Z,ILL08
68,0,0.0,2017-06-02T10:48:11.370900Z,ILL08
69,0,0.0,2017-06-02T11:18:20.122600Z,ILL08
70,0,0.0,2017-06-02T11:40:38.831900Z,ILL08
71,0,0.0,2017-06-02T12:25:45.430900Z,ILL08
72,0,0.0,2017-06-02T12:35:15.165300Z,ILL08
73,0,0.0,2017-06-02T13:27:30.130000Z,ILL08
74,0,0.0,2017-06-02T14:14:22.704200Z,ILL08
75,0,0.0,2017-06-02T15:04:05.161200Z,ILL08
76,0,0.0,2017-06-02T16:31:10.174800Z,ILL08
77,0,0.0,2017-06-02T16:59:45.936200Z,ILL08
78,0,0.0,2017-06-02T18:07:45.672300Z,ILL08
79,0,0.0,2017-06-02T18:18:45.674500Z,ILL08
80,0,0.0,2017-06-02T19:51:57.398000Z,ILL08
81,0,0.0,2017-06-03T02:34:58.529600Z,ILL08
82,0,0.0,2017-06-03T05:00:34.953700Z,ILL08
83,0,0.0,2017-06-03T05:15:11.313200Z,ILL08
84,0,0.0,2017-06-03T05:26:13.182400Z,ILL08
85,0,0.0,2017-06-03T05:33:19.877800Z,ILL08
86,0,0.0,2017-06-03T05:42:05.483600Z,ILL08
87,0,0.0,2017-06-03T06:20:46.646500Z,ILL08
88,0,0.0,2017-06-03T08:12:14.849400Z,ILL08
89,0,0.0,2017-06-03T08:15:30.857200Z,ILL08
90,0,0.0,2017-06-03T08:56:41.504300Z,ILL08
91,0,0.0,2017-06-03T09:13:28.528400Z,ILL08
92,0,0.0,2017-06-03T09:32:23.273100Z,ILL08
93,0,0.0,2017-06-03T18:10:33.299400Z,ILL08
94,0,0.0,2017-06-03T18:24:56.911200Z,ILL08
95,0,0.0,2017-06-03T18:24:56.911200Z,ILL08
96,0,0.0,2017-06-03T18:39:20.523100Z,ILL08
97,0,0.0,2017-06-04T01:09:37.927800Z,ILL08
98,0,0.0,2017-06-04T01:11:34.627200Z,ILL08
99,0,0.0,2017-06-04T01:13:26.795800Z,ILL08
100,0,0.0,2017-06-04T01:17:00.519800Z,ILL08
101,0,0.0,2017-06-04T01:24:05.315200Z,ILL08
102,0,0.0,2017-06-04T01:25:35.687700Z,ILL08
103,0,0.0,2017-06-04T01:27:10.310400Z,ILL08
104,0,0.0,2017-06-04T02:34:19.713900Z,ILL08
105,0,0.0,2017-06-04T05:43:35.917800Z,ILL08
106,0,0.0,2017-06-04T07:10:06.497600Z,ILL08
107,0,0.0,2017-06-04T12:10:04.187600Z,ILL08
108,0,0.0,2017-06-04T16:43:32.812600Z,ILL08
109,0,0.0,2017-06-05T03:31:15.345500Z,ILL08
110,0,0.0,2017-06-05T10:57:27.312600Z,ILL08
111,0,0.0,2017-06-05T13:50:10.654700Z,ILL08
112,0,0.0,2017-06-05T13:50:10.654700Z,ILL08
113,0,0.0,2017-06-05T15:42:11.583000Z,ILL08
114,0,0.0,2017-06-05T16:42:53.996900Z,ILL08
115,0,0.0,2017-06-05T18:55:28.503600Z,ILL08
116,0,0.0,2017-06-05T19:24:39.162800Z,ILL08
117,0,0.0,2017-06-05T19:36:25.396600Z,ILL08
118,0,0.0,2017-06-06T02:37:44.032100Z,ILL08
119,0,0.0,2017-06-06T03:45:49.594600Z,ILL08
120,0,0.0,2017-06-06T10:23:53.773600Z,ILL08
121,0,0.0,2017-06-06T10:37:36.306100Z,ILL08
122,0,0.0,2017-06-06T13:18:42.426700Z,ILL08
123,0,0.0,2017-06-06T16:28:05.134200Z,ILL08
124,0,0.0,2017-06-06T21:34:00.277000Z,ILL08
125,0,0.0,2017-06-06T23:59:40.821300Z,ILL08
126,0,0.0,2017-06-07T01:41:39.202200Z,ILL08
127,0,0.0,2017-06-07T09:42:14.814300Z,ILL08
128,0,0.0,2017-06-07T13:11:05.119000Z,ILL08
129,0,0.0,2017-06-07T19:45:21.269300Z,ILL08
130,0,0.0,2017-06-08T11:44:17.252200Z,ILL08
131,0,0.0,2017-06-08T18:53:48.470300Z,ILL08
132,0,0.0,2017-06-09T02:08:45.906400Z,ILL08
133,0,0.0,2017-06-09T05:13:37.316700Z,ILL08
134,0,0.0,2017-06-09T09:50:54.432200Z,ILL08
135,0,0.0,2017-06-09T15:00:48.855400Z,ILL08
136,0,0.0,2017-06-09T18:54:36.227300Z,ILL08
137,0,0.0,2017-06-09T23:42:45.778700Z,ILL08
138,0,0.0,2017-06-10T00:53:26.612100Z,ILL08
139,0,0.0,2017-06-10T02:20:26.099300Z,ILL08
140,0,0.0,2017-06-10T03:41:59.368500Z,ILL08
141,0,0.0,2017-06-10T05:25:17.509600Z,ILL08
142,0,0.0,2017-06-10T06:46:50.778900Z,ILL08
143,0,0.0,2017-06-10T08:13:50.266100Z,ILL08
144,0,0.0,2017-06-10T09:18:10.191100Z,ILL08
145,0,0.0,2017-06-10T09:58:25.711500Z,ILL08
146,0,0.0,2017-06-10T10:46:44.336000Z,ILL08
147,0,0.0,2017-06-10T12:15:18.481000Z,ILL08
148,0,0.0,2017-06-10T15:16:28.322900Z,ILL08
149,0,0.0,2017-06-10T16:20:53.155600Z,ILL08
150,0,0.0,2017-06-10T17:05:10.228100Z,ILL08
151,0,0.0,2017-06-10T17:45:25.748500Z,ILL08
152,0,0.0,2017-06-10T18:41:47.477100Z,ILL08
153,0,0.0,2017-06-10T20:22:26.278200Z,ILL08
154,0,0.0,2017-06-10T22:35:17.495600Z,ILL08
155,0,0.0,2017-06-11T00:19:57.848800Z,ILL08
156,0,0.0,2017-06-11T01:24:22.681500Z,ILL08
157,0,0.0,2017-06-11T02:16:42.858000Z,ILL08
158,0,0.0,2017-06-11T03:29:10.794800Z,ILL08
159,0,0.0,2017-06-11T04:37:37.179500Z,ILL08
160,0,0.0,2017-06-11T05:38:00.460200Z,ILL08
161,0,0.0,2017-06-11T06:46:26.844900Z,ILL08
162,0,0.0,2017-06-11T07:50:51.677600Z,ILL08
163,0,0.0,2017-06-11T08:51:14.958300Z,ILL08
164,0,0.0,2017-06-11T10:52:01.519600Z,ILL08
165,0,0.0,2017-06-11T12:32:40.320700Z,ILL08
166,0,0.0,2017-06-11T14:33:26.881900Z,ILL08
167,0,0.0,2017-06-11T17:06:25.859600Z,ILL08
168,0,0.0,2017-06-11T18:22:55.348400Z,ILL08
169,0,0.0,2017-06-11T19:23:18.629100Z,ILL08
170,0,0.0,2017-06-11T20:19:40.357700Z,ILL08
171,0,0.0,2017-06-11T21:24:05.190400Z,ILL08
172,0,0.0,2017-06-11T22:56:40.887400Z,ILL08
173,0,0.0,2017-06-11T23:36:56.407800Z,ILL08
174,0,0.0,2017-06-12T00:57:27.448700Z,ILL08
175,0,0.0,2017-06-12T02:01:52.281400Z,ILL08
176,0,0.0,2017-06-12T03:02:15.562000Z,ILL08
177,0,0.0,2017-06-12T05:47:19.195800Z,ILL08
178,0,0.0,2017-06-12T07:56:08.861200Z,ILL08
179,0,0.0,2017-06-12T09:16:39.902000Z,ILL08
180,0,0.0,2017-06-12T10:04:58.526500Z,ILL08
181,0,0.0,2017-06-12T10:57:18.703100Z,ILL08
182,0,0.0,2017-06-12T13:42:22.336900Z,ILL08
183,0,0.0,2017-06-12T14:42:45.617500Z,ILL08
184,0,0.0,2017-06-12T15:55:13.554300Z,ILL08
185,0,0.0,2017-06-12T17:19:46.147200Z,ILL08
186,0,0.0,2017-06-12T18:28:12.532000Z,ILL08
187,0,0.0,2017-06-12T19:24:34.260600Z,ILL08
188,0,0.0,2017-06-12T20:20:55.989200Z,ILL08
189,0,0.0,2017-06-12T21:29:22.373900Z,ILL08
190,0,0.0,2017-06-12T22:49:53.414800Z,ILL08
191,0,0.0,2017-06-13T00:06:22.903600Z,ILL08
192,0,0.0,2017-06-13T01:06:46.184200Z,ILL08
193,0,0.0,2017-06-13T02:03:07.912800Z,ILL08
194,0,0.0,2017-06-13T06:52:59.660000Z,ILL08
195,0,0.0,2017-06-13T07:49:21.388600Z,ILL08
196,0,0.0,2017-06-13T12:15:03.823400Z,ILL08
197,0,0.0,2017-06-13T13:15:27.104100Z,ILL08
198,0,0.0,2017-06-13T14:31:56.592900Z,ILL08
199,0,0.0,2017-06-13T15:56:29.185800Z,ILL08
200,0,0.0,2017-06-13T16:48:49.362400Z,ILL08
201,0,0.0,2017-06-13T17:53:14.195100Z,ILL08
202,0,0.0,2017-06-13T21:22:34.901300Z,ILL08
203,0,0.0,2017-06-13T22:10:53.525800Z,ILL08
204,0,0.0,2017-06-13T23:11:16.806500Z,ILL08
205,0,0.0,2017-06-14T00:23:44.743300Z,ILL08
206,0,0.0,2017-06-14T01:52:18.888200Z,ILL08
207,0,0.0,2017-06-14T03:00:45.273000Z,ILL08
208,0,0.0,2017-06-14T06:22:02.875100Z,ILL08
209,0,0.0,2017-06-14T07:26:27.707800Z,ILL08
210,0,0.0,2017-06-14T12:24:22.559000Z,ILL08
211,0,0.0,2017-06-14T15:09:26.192800Z,ILL08
212,0,0.0,2017-06-14T16:33:58.785700Z,ILL08
213,0,0.0,2017-06-14T19:06:57.763300Z,ILL08
214,0,0.0,2017-06-14T20:39:33.460300Z,ILL08
215,0,0.0,2017-06-14T21:52:01.397100Z,ILL08
216,0,0.0,2017-06-14T23:12:32.438000Z,ILL08
217,0,0.0,2017-06-14T23:56:49.510500Z,ILL08
218,0,0.0,2017-06-15T01:25:23.655400Z,ILL08
219,0,0.0,2017-06-15T02:33:50.040100Z,ILL08
220,0,0.0,2017-06-15T03:54:21.081000Z,ILL08
221,0,0.0,2017-06-15T05:18:53.673900Z,ILL08
222,0,0.0,2017-06-15T06:11:13.850500Z,ILL08
